Group,State_Count,Mean_AI_AN_Population_Percent,Min_AI_AN_Population_Percent,Max_AI_AN_Population_Percent
included,13,5.099109618238951,1.146434064547197,15.537823616597422
excluded,16,2.1313984085220214,0.470304208984721,7.363785192187969
