column,missing_count,missing_pct
State,0,0.0
BoardingSchool_Count,0,0.0
Mean_BoardingSchool_Duration_Years,0,0.0
Max_BoardingSchool_Duration_Years,0,0.0
Schools_With_Burial_Site_Flag,0,0.0
