column,missing_count,missing_pct
Group,0,0.0
State_Count,0,0.0
Mean_AI_AN_Population_Percent,1,50.0
Min_AI_AN_Population_Percent,1,50.0
Max_AI_AN_Population_Percent,1,50.0
