column,missing_count,missing_pct
State,0,0.0
BoardingSchool_Count,7,35.0
Environmental_Burden_Index,0,0.0
Federal_BoardingSchool_Presence,0,0.0
Max_BoardingSchool_Duration_Years,7,35.0
Mean_BoardingSchool_Duration_Years,7,35.0
Schools_With_Burial_Site_Flag,7,35.0
