column,missing_count,missing_pct
State,0,0.0
In_Trauma_Index,0,0.0
In_Population,0,0.0
In_Mortality,0,0.0
In_Missing_Persons,0,0.0
AI_AN_Population_Percent,9,31.03448275862069
Included_In_Main_Analysis,0,0.0
