iteration,weight__BoardingSchool_Count,weight__Environmental_Burden_Index,weight__Max_BoardingSchool_Duration_Years,weight__Mean_BoardingSchool_Duration_Years,weight__Schools_With_Burial_Site_Flag,rho__Mean_Mortality_Disparity_Ratio,rho__Disparity_Ratio_Diabetes,rho__Disparity_Ratio_Liver_Disease,rho__Disparity_Ratio_Suicide,rho__AI_AN_Missing_Rate_per_100k_AI_AN,rho__AI_AN_Missing,rho__AI_AN_Population_Percent
10,0.06053695277343717,0.0036113662653963334,0.0285899814318939,0.22465499759861332,0.6826067019306592,0.23870120770940226,0.2764370603987563,0.26590612476451797,-0.017857142857142853,0.4945054945054945,0.5832192587535732,0.5963862185034075
11,0.3245607830775459,0.16358813933220528,0.2290813753067371,0.20810929450685292,0.07466040777665885,0.2176393364409256,0.20974113471524686,0.25713034506931937,0.017857142857142853,0.23076923076923078,0.5639620190777477,0.310241315686116
12,0.09516604263369513,0.12086315219380489,0.13245536671429128,0.4664532523572318,0.1850621861009768,0.12286091573278059,0.11671786994614154,0.16761739217829352,-0.07142857142857141,0.30769230769230765,0.5749661560353623,0.45783184450766634
13,0.3841405206093621,0.2436960822392396,0.13837757989664742,0.010381644404543047,0.22340417285020792,0.23694605177036254,0.2676612807035577,0.3168056469966699,0.075,0.3021978021978022,0.6382399435416463,0.3614461930323682
14,0.13689368157825993,0.3322111407142405,0.4467784982869585,0.07315635635441166,0.010960323066129502,-0.022817027207516397,-0.09390084273862515,-0.03949100862839376,0.1928571428571428,0.0,0.3383772114466486,-0.03765064510753835
15,0.12874667443264648,0.35546750896581303,0.11430330448360022,0.29665356166739304,0.10482895045054727,-0.024572183146556112,-0.08863537492150599,-0.023694605177036254,0.23571428571428568,0.03846153846153846,0.3548834168830705,-0.01957833545591994
16,0.6578662480284093,0.14458253106069435,0.06729754418454224,0.07133466929997917,0.05891900742637478,0.31066260121003086,0.3080298673014713,0.360684545472663,0.1607142857142857,0.41208791208791207,0.6244847723446278,0.3855426059011927
17,0.015440144784607932,0.48478023459510666,0.12669261734387666,0.10904668912051378,0.2640403141558949,-0.1474330988793367,-0.1816586396906113,-0.10794209025094292,0.25357142857142856,-0.14835164835164835,0.19257239675825533,-0.10993988371401198
18,0.04768290526411174,0.48844448996754525,0.32896381958105175,0.08383317005937316,0.05107561512791819,-0.12286091573278059,-0.20096535502004823,-0.1448003649707771,0.2678571428571428,-0.15384615384615383,0.17881722556123708,-0.1250001417570273
19,0.1448092776271404,0.08312751033050257,0.020653976018190714,0.1373209753145712,0.6140882607095951,0.2106187126847667,0.2746819044597166,0.2553751891302796,-0.014285714285714282,0.3681318681318681,0.654746148978068,0.5346391605270445
20,0.11078731966921158,0.3384964058156905,0.22472990658961878,0.12276183476216404,0.20322453316331504,-0.012286091573278056,-0.03422554081127459,0.014918825481837641,0.24285714285714283,0.0879120879120879,0.4099041016711435,0.04969885154195062
21,0.16015321292979512,0.2352624440532502,0.08376765159438987,0.048260754151203115,0.47255593727136175,0.16147434639165448,0.1886792634467702,0.22729269410564407,0.21071428571428572,0.24725274725274726,0.5364516766837112,0.29969913505600526
22,0.06946440333583245,0.09302933731771494,0.1536015839432915,0.4790117487740862,0.20489292662907485,0.15796403451357505,0.15006583278789629,0.20096535502004823,-0.05357142857142857,0.34065934065934067,0.5914723614717842,0.48795236059369695
23,0.11949398511063407,0.37704459017755815,0.2691466586302417,0.20447108789624016,0.029843678185325954,-0.05089952223215195,-0.1219833377632607,-0.07459412740918821,0.2178571428571428,-0.04395604395604395,0.3053648005738049,-0.05572295475915675
24,0.5315500871730002,0.2031055527337819,0.055309729876327415,0.1785026383028421,0.031531991914048305,0.31241775714907055,0.329091738569948,0.3536639217165041,0.0857142857142857,0.2857142857142857,0.5254475397260966,0.35542208981516205
25,0.18463390439266353,0.19605225131074208,0.05938002407424729,0.00924928112679394,0.5506845390955531,0.15094341075741616,0.1851689515686907,0.22729269410564407,0.13928571428571426,0.24725274725274726,0.5364516766837112,0.3704823478581773
26,0.13539276679787435,0.24941136646225523,0.05913088071329515,0.2809764635992673,0.2750885224273079,0.07547170537870808,0.08688021898246627,0.14655552090981683,0.1857142857142857,0.2582417582417582,0.5529578821201331,0.18373514812478714
27,0.011879444825503042,0.6928246527255645,0.08592034125560971,0.1782906207339822,0.03108494045934051,-0.30013166557579257,-0.3536639217165041,-0.3062747113624316,0.15714285714285714,-0.26373626373626374,0.1100413695761459,-0.26957861896997454
28,0.23843382174845232,0.06937236113236608,0.3911472961395113,0.11222858097768104,0.18881794000198934,0.20184293298956807,0.21325144659332632,0.2553751891302796,-0.03214285714285714,0.4230769230769231,0.5887213272323805,0.442771586464651
29,0.2204338088494834,0.3145395690502676,0.19715375165515464,0.2558835786965567,0.011989291748537544,0.015796403451357504,-0.05528741207975126,0.007898201725678752,0.1357142857142857,0.03846153846153846,0.3713896223194924,0.022590387064523012
30,0.19241850432522822,0.3041890125964337,0.0704168390445226,0.4126022461006682,0.020373397933147016,0.059675301927350564,-0.006143045786639028,0.05002194426263209,0.13214285714285715,0.06043956043956044,0.37689169079829965,0.08885552245379051
31,0.4363571113831346,0.057094710286124256,0.1047794291678944,0.38187948313212294,0.019889266030723676,0.2948661977586734,0.2606406569473988,0.3238262707528288,0.09285714285714285,0.35714285714285715,0.5254475397260966,0.3644582446409712
32,0.05881491848712374,0.4134394314911223,0.3025292471561352,0.0886816628350162,0.13653474003060279,-0.10706451228142307,-0.16235192436117432,-0.10092146649478403,0.2714285714285714,-0.021978021978021976,0.2778544581797684,-0.07831334182367976
33,0.1816861907148743,0.4603038406855956,0.0868197337794086,0.18537244014262164,0.08581779467749974,-0.10004388852526418,-0.15006583278789629,-0.08336990710438681,0.2714285714285714,-0.03296703296703297,0.26960135546155745,-0.08132539343228283
34,0.06563438249987046,0.46015512804502096,0.12004193761048407,0.2888826888374539,0.0652858630071707,-0.09653357664718475,-0.1693725481173332,-0.11320755806806208,0.2714285714285714,-0.1043956043956044,0.2283358418705027,-0.1024097546925043
35,0.03808967511556687,0.23390179680811662,0.29021589880131243,0.19468883518318977,0.2431037940918142,0.0386134306588739,0.05002194426263209,0.08688021898246627,0.10357142857142855,0.3021978021978022,0.5474558136413258,0.2093375867979132
36,0.12976834047017818,0.13907932895692854,0.2871725209628141,0.3596172358529586,0.08436257375712075,0.11232998009854224,0.05177710020167182,0.10969724618998265,-0.04642857142857142,0.26373626373626374,0.5529578821201331,0.3358437543592421
37,0.015576891322855045,0.2409590806775847,0.145254004149466,0.4189201497172701,0.1792898741328242,-0.008775779695198613,-0.044756476445512915,-0.009653357664718474,0.06071428571428571,0.15384615384615383,0.4044020331923362,0.13704834819143957
38,0.06521414541838916,0.48779743207871457,0.26614095921083747,0.05352908688374089,0.127318376408318,-0.09828873258622445,-0.16235192436117432,-0.09039053086054571,0.2678571428571428,-0.06043956043956044,0.24759308154632828,-0.09186757406239357
39,0.5228292310089444,0.06060407071036763,0.038819308292570735,0.06679773909057735,0.31094965089754006,0.4071961778572156,0.41860469146097384,0.45019749836368883,0.19999999999999998,0.5659340659340659,0.7070157995267373,0.4909644122023
40,0.5781468410656894,0.10497683247143737,0.00431653561089396,0.2325803617539917,0.0799794290979875,0.3264590046613884,0.3220711148137891,0.36419485735074236,0.1357142857142857,0.4010989010989011,0.5694640875565551,0.3930727349227004
41,0.30648020937096726,0.015800615146126417,0.10143199922947022,0.15083808982818298,0.4254490864252532,0.31066260121003086,0.36770516922882185,0.3536639217165041,0.04642857142857142,0.47802197802197804,0.6354889093022426,0.5466873669614568
42,0.05954767100709798,0.3558327816932647,0.15655129834260423,0.3546520178339201,0.07341623112311296,-0.08775779695198613,-0.14831067684885654,-0.11320755806806208,0.19999999999999998,-0.04395604395604395,0.3053648005738049,-0.06777116119356902
43,0.10580402964222971,0.08036928181325728,0.3319074007061237,0.2065490334491395,0.27537025438924984,0.19833262111148867,0.20798597877620711,0.23957878567892213,-0.06785714285714285,0.37912087912087916,0.607978566908206,0.5090367218539185
44,0.26098208895992137,0.23478864844656516,0.21265832263737786,0.2845650190583011,0.007005920897834621,0.1632295023306942,0.10969724618998265,0.15357614466597572,0.10714285714285714,0.18131868131868134,0.5006882315714638,0.21536169001511937
45,0.35880116932683354,0.3100383616350902,0.10458414553059966,0.05715474654492241,0.1694215769625542,0.1720052820258928,0.16586223623925378,0.2220272262885249,0.1857142857142857,0.21428571428571427,0.5309496082049039,0.23494002547103926
46,0.2832033595545799,0.04556652831497779,0.2003816852572735,0.41509055364406555,0.05575787322910328,0.1474330988793367,0.13251427339749905,0.1693725481173332,-0.03214285714285714,0.38461538461538464,0.5612109848383442,0.3870486317054942
47,0.623314645213443,0.00874917358825058,0.005386745805884441,0.2690562468038235,0.09349318858859834,0.39139977440585805,0.36243970141170273,0.4203598474000136,0.22142857142857136,0.532967032967033,0.6464930462598572,0.4487956896818571
48,0.07603083375645249,0.2457863892162269,0.3104983116407456,0.10340892227933211,0.2642755431072428,0.08073717319582724,0.09214568679958543,0.13953489715365794,0.1607142857142857,0.2802197802197803,0.5419537451625185,0.21084361260221476
49,0.19163549247328449,0.09510239433003641,0.0461403983196308,0.26110337350101676,0.40601834137603143,0.2738043264901967,0.29925408760627265,0.3168056469966699,0.05714285714285713,0.4505494505494505,0.70151373104793,0.5015065928324108
50,0.42904023202626534,0.04853191162478358,0.1648419352893027,0.08248582277770738,0.275100098281941,0.3264590046613884,0.35015360983842464,0.38701188455825886,0.11428571428571425,0.47802197802197804,0.6354889093022426,0.4352414574431433
51,0.18667610853808392,0.04985581918704778,0.3052543000517144,0.059763196290802956,0.39845057593235095,0.25274245522172006,0.2922334638501138,0.29925408760627265,-0.0035714285714285704,0.4835164835164835,0.6492440804992606,0.5617476250044722
52,0.09405010755222797,0.021858378168650272,0.5951347354021026,0.058252218480254636,0.23070456039676449,0.1930671532943695,0.20798597877620711,0.21851691441044543,-0.07857142857142857,0.35714285714285715,0.48418202613504197,0.5210849282883308
53,0.21612500119435257,0.5478126009580799,0.09716952508954017,0.12688582823730038,0.012007044520727038,-0.11935060385470113,-0.1763931718734921,-0.11671786994614154,0.2785714285714285,-0.07142857142857142,0.2778544581797684,-0.12048206434412272
54,0.4351726941951309,0.09570404413216137,0.18659211655717658,0.23409031545161446,0.048440829663916773,0.3211935368442692,0.3150504910576302,0.3659500132897821,0.06071428571428571,0.3736263736263736,0.5529578821201331,0.39006068331409727
55,0.7051607372198676,0.13141930638136862,0.0181210327626678,0.025974947402575034,0.11932397623352092,0.3440105640517856,0.3343572063870671,0.3905221964363383,0.20357142857142854,0.5714285714285714,0.7345261419207739,0.42319325100873106
56,0.0795163543116703,0.20433155190734112,0.46544404781363635,0.0259836908881978,0.22472435507915428,0.10355420040334364,0.11320755806806208,0.14304520903173737,0.05714285714285713,0.3021978021978022,0.5309496082049039,0.29518105764310065
57,0.2938024266374027,0.0139466362974665,0.18160117075532603,0.009445362801959501,0.5012044035078453,0.35454149968602394,0.4098289117657752,0.3782361048630602,0.09285714285714285,0.48901098901098894,0.6189827038658207,0.597892244307709
58,0.03612538706992077,0.03483017046544177,0.1549220143676022,0.32109294151062023,0.4530294865864151,0.19833262111148867,0.22378238222756464,0.2308030059837235,-0.04642857142857142,0.3681318681318681,0.5969744299505915,0.5376512121356476
59,0.24831658935015335,0.3104773073280009,0.19711946062248423,0.03460166506376674,0.20948497763559484,0.09126810883006559,0.08688021898246627,0.1588416124830949,0.1928571428571428,0.24175824175824176,0.5474558136413258,0.17921707071188253
60,0.055793969751391406,0.33071198849038247,0.25652137660296065,0.11954638403701866,0.2374262811182469,-0.024572183146556112,-0.044756476445512915,0.014918825481837641,0.24642857142857136,0.09890109890109891,0.4099041016711435,0.061747057976362894
61,0.4322783287582675,0.11101768364067127,0.2003073342633165,0.20253296339746985,0.05386368994027496,0.3211935368442692,0.3150504910576302,0.3659500132897821,0.06071428571428571,0.3736263736263736,0.5529578821201331,0.39006068331409727
62,0.07860825013317407,0.27846762566144456,0.32434245602060086,0.1557612791188449,0.16282038906593552,0.04036858659791362,0.007898201725678752,0.03773585268935404,0.16428571428571426,0.15934065934065936,0.44291651254398723,0.12048206434412272
63,0.11147635069950368,0.3268755568162905,0.1138253085499702,0.268469635441661,0.17935314849257458,-0.015796403451357504,-0.04826678832359237,-0.007898201725678752,0.24285714285714283,0.08241758241758242,0.39889996471352884,0.03765064510753835
64,0.07730356710171507,0.3700148915729403,0.2762120190156143,0.12284843339630187,0.15362108891342854,-0.1088196682204628,-0.1588416124830949,-0.10092146649478403,0.23928571428571427,-0.021978021978021976,0.2778544581797684,-0.06024103217206136
65,0.046620990770522786,0.14603623006537866,0.4104403679633606,0.3223204557532071,0.07458195544753084,0.08073717319582724,0.0272049170551157,0.05353225614071153,-0.049999999999999996,0.06593406593406594,0.38239375927710695,0.30421721246890987
66,0.4559830608037558,0.005634679473872519,0.1634580197258078,0.014156979614221514,0.36076726038234225,0.4580957000893676,0.4484423424246491,0.47125936963216547,0.28571428571428564,0.5384615384615384,0.6574971832174716,0.5045186444410139
67,0.012479105056260363,0.2236487709958602,0.026099314867243314,0.6544502401936496,0.08332256888698654,-0.036858274719834175,-0.09916631055574433,-0.06581834771398959,0.039285714285714285,0.049450549450549455,0.31911997177082313,0.09638565147529818
68,0.23459409163988626,0.1956582669763523,0.13382831073597704,0.2880826879008136,0.1478366427469707,0.2351908958313228,0.2325581619227632,0.29925408760627265,0.07857142857142857,0.2802197802197803,0.5832192587535732,0.3539160640108605
69,0.2952219602191753,0.006575960187773229,0.5772652728355822,0.08917626384710486,0.03176054291036448,0.22992542801420368,0.1588416124830949,0.1693725481173332,0.075,0.39560439560439564,0.46767582069862007,0.4804222315721893
70,0.0815840305923652,0.1728937671244501,0.1386456247768798,0.29034788354054647,0.3165286939657585,0.14216763106221753,0.1605967684221346,0.20272051095908794,0.028571428571428564,0.30769230769230765,0.5419537451625185,0.3765064510753835
71,0.24553652313003613,0.4088132705202561,0.17454841426980358,0.02986708922123244,0.14123470285867182,-0.04738921035407251,-0.07985959522630737,-0.006143045786639028,0.2571428571428571,0.06043956043956044,0.37689169079829965,-0.004518077412904602
72,0.04866409588163488,0.32637659267932645,0.03788728179654462,0.21088406679849186,0.3761879628440022,-0.00702062375615889,-0.002632733908559584,0.06757350365302932,0.2071428571428571,0.12637362637362637,0.42090823862875804,0.132530270778535
73,0.028482137643190943,0.20199940958513923,0.5550087845973377,0.10979018334266046,0.10471948483167155,0.03159280690271501,-0.025449761116075977,-0.002632733908559584,0.021428571428571425,0.049450549450549455,0.31911997177082313,0.18373514812478714
74,0.10125528745487779,0.03140312132771188,0.02745989668655117,0.4737728357024318,0.3661088588284273,0.22641511613612417,0.24308909755700153,0.26239581288643854,-0.04642857142857142,0.43956043956043955,0.5337006424443076,0.5391572379399491
75,0.06713047483625134,0.03687889706495,0.1532384684278897,0.4956739075615454,0.24707825210936363,0.1930671532943695,0.20798597877620711,0.21851691441044543,-0.07857142857142857,0.35714285714285715,0.48418202613504197,0.5210849282883308
76,0.14646662744855798,0.1995468592472135,0.33010030569662135,0.22623785683630226,0.09764835077130486,0.09477842070814502,0.062308035835910144,0.10794209025094292,0.039285714285714285,0.21978021978021978,0.5116923685290784,0.23644605127534085
77,0.05115400936515151,0.17251889545516982,0.5563755235833132,0.030530385191094217,0.1894211864052712,0.1017990444643039,0.09390084273862515,0.1272488055803799,-0.010714285714285713,0.26373626373626374,0.5337006424443076,0.3373497801635436
78,0.38556099301938046,0.0018711705688294505,0.0805980570718579,0.1980095224493223,0.3339602568906098,0.4124616456743348,0.4115840677048149,0.42562531521713276,0.2714285714285714,0.5054945054945055,0.5969744299505915,0.5045186444410139
79,0.6443735818864226,0.07639206966728705,0.016144304584755163,0.07807735081854648,0.18501269304298879,0.386134306588739,0.37648094892402045,0.42913562709521214,0.22499999999999998,0.5934065934065934,0.7400282103995811,0.4548197928990632
80,0.06776619097114299,0.10989875090674889,0.36316181367953715,0.004497466544092474,0.4546757778984786,0.19833262111148867,0.24659940943508105,0.25010972131316045,-0.017857142857142853,0.34615384615384615,0.616231669626417,0.5225909540926323
81,0.010888376135203695,0.4930976858704026,0.030409738309264803,0.16481246410137432,0.30079173558375455,-0.15796403451357505,-0.1904344193858099,-0.11671786994614154,0.23928571428571427,-0.14835164835164835,0.19257239675825533,-0.10391578049680583
82,0.25488460114249456,0.025288452997444352,0.4553219159879414,0.2552235444496738,0.00928148542244594,0.1965774651724489,0.13953489715365794,0.14655552090981683,-0.010714285714285713,0.3681318681318681,0.4511696152621982,0.45632581870336475
83,0.0011636955195215106,0.02211400203334627,0.12694525527871428,0.803513559347235,0.04626348782118298,0.10004388852526418,0.06055287989687043,0.013163669542797919,-0.07857142857142857,-0.021978021978021976,0.10729033533674225,0.34337388338074976
84,0.19282988167117737,0.011572764741442355,0.21542341359997166,0.2742998349178799,0.30587410506952856,0.2176393364409256,0.23782362973988241,0.25888550100835905,-0.04642857142857142,0.4505494505494505,0.5447047794019222,0.5421692895485521
85,0.42941766819036514,0.3139350614924451,0.016177128739441753,0.15722349311020112,0.08324664846754697,0.15620887857453528,0.14831067684885654,0.21325144659332632,0.15,0.24175824175824176,0.5529578821201331,0.2304219480581347
86,0.07461884141153328,0.3557756730780536,0.3432716444549173,0.18626409270970196,0.04006974834579374,-0.06845108162254918,-0.1290039615194196,-0.09214568679958543,0.1857142857142857,0.0,0.3383772114466486,-0.04969885154195062
87,0.25929800985956836,0.0676047522197953,0.3491694644985195,0.04550213155976879,0.27842564186234814,0.2035980889286078,0.2220272262885249,0.26239581288643854,0.007142857142857141,0.42857142857142855,0.5997254641899951,0.4262053026173341
88,0.07484801099712693,0.014880833848058503,0.21734186611920173,0.019991303941874126,0.6729379850937387,0.23343573989228308,0.278192216337796,0.2729267485206769,-0.028571428571428564,0.4725274725274725,0.6382399435416463,0.5813259604603921
89,0.19761784414188513,0.10651449684562782,0.05982067540259372,0.21879735706531894,0.4172496265445745,0.2439666755265214,0.2904783079110741,0.2904783079110741,0.010714285714285713,0.35714285714285715,0.6685013201750863,0.44728966387755553
90,0.22851036833726232,0.1130898834135082,0.4358273873872972,0.19961612613260615,0.02295623472932621,0.16147434639165448,0.1219833377632607,0.16410708030021404,-0.05357142857142857,0.30769230769230765,0.5529578821201331,0.3358437543592421
91,0.41088167212784316,0.051275211051953797,0.4316877542592504,0.03938921443248167,0.06676614812847097,0.2948661977586734,0.2869679960329946,0.34137783014322604,0.06071428571428571,0.4230769230769231,0.5694640875565551,0.3960847865313034
92,0.25125690268038126,0.016152259866397536,0.5774090582428525,0.09834343882983909,0.0568383403805297,0.1948223092334092,0.151820988726936,0.15708645654405518,-0.010714285714285713,0.41208791208791207,0.4731778891774273,0.4804222315721893
93,0.07044355264055938,0.029557861925695518,0.03382876616639073,0.44246980274143954,0.423700016525915,0.22465996019708448,0.25186487725220014,0.25186487725220014,0.007142857142857141,0.4505494505494505,0.5584599505989404,0.5481933927657583
94,0.16655590079535915,0.37373031906149434,0.191364139349607,0.1779629560985162,0.09038668469502334,-0.052654678171191675,-0.10092146649478403,-0.0430013205064732,0.24642857142857136,0.005494505494505494,0.31361790329201583,-0.03915667091183988
95,0.41186732393867725,0.3406446272901232,0.022844340216091823,0.11433320220980857,0.11031050634529911,0.11408513603758197,0.10092146649478403,0.1746380159344524,0.20357142857142854,0.21428571428571427,0.5309496082049039,0.17168694169037488
96,0.021128558010981426,0.12574702986476305,0.016305685003096107,0.4135351604571119,0.4232835666640475,0.15971919045261473,0.20096535502004823,0.21676175847140572,-0.0035714285714285704,0.32967032967032966,0.5529578821201331,0.48192825737649087
97,0.02481288806182223,0.019846798197129784,0.7208234460996066,0.07225161433016497,0.16226525331127634,0.1544537226354956,0.14831067684885654,0.1272488055803799,-0.07857142857142857,0.2857142857142857,0.40165099895293255,0.46385594772487243
98,0.11380586020808306,0.23571816587716515,0.19189928458416963,0.4236767079770814,0.03489998135350081,0.026327339085595838,-0.03422554081127459,0.0043878898475993066,0.04285714285714285,0.08241758241758242,0.35763445112247416,0.14759052882155033
99,0.15046301927940645,0.06262094800709612,0.10415803235351366,0.6039057831584485,0.07885221720153525,0.1965774651724489,0.17112770405637295,0.17814832781253184,-0.05714285714285713,0.3626373626373627,0.5392027109231149,0.46385594772487243
100,0.32796590522265223,0.17807484836806192,0.05464083351130039,0.005462245222850671,0.43385616767513463,0.25274245522172006,0.29925408760627265,0.329091738569948,0.075,0.33516483516483514,0.6464930462598572,0.3855426059011927
101,0.04366111890126501,0.08960086586362004,0.41686756528872,0.17049357402629509,0.27937687592009997,0.15620887857453528,0.1588416124830949,0.21149629065428657,-0.07142857142857141,0.32967032967032966,0.5969744299505915,0.48795236059369695
102,0.08236534940322282,0.0031801804867090393,0.2904512619682929,0.5338929792424696,0.09011022889930559,0.13865731918413807,0.11671786994614154,0.09214568679958543,-0.07857142857142857,0.21428571428571427,0.3328751429678413,0.4397595348560479
103,0.0659599651957346,0.3626065186028478,0.0856173038679419,0.15544681185151923,0.33036940048195645,0.008775779695198613,0.013163669542797919,0.08512506304342654,0.22142857142857136,0.12637362637362637,0.42090823862875804,0.12048206434412272
104,0.06846378877774688,0.30607464150547264,0.18171186093413863,0.16313416085806473,0.28061554792457705,0.00702062375615889,0.013163669542797919,0.06932865959206903,0.2285714285714285,0.18131868131868134,0.475928923416831,0.13102424497423343
105,0.010714236819086063,0.2736277772697535,0.16531672866848277,0.24087759107021484,0.3094636661724629,-0.026327339085595838,-0.016673981420877365,0.02018429329895681,0.2321428571428571,0.12637362637362637,0.4099041016711435,0.11445796112691659
106,0.10645056254409987,0.24654632679527283,0.14594264338347177,0.23194588070662484,0.26911458657053067,0.06845108162254918,0.07634928334822792,0.13251427339749905,0.1714285714285714,0.24725274725274726,0.5419537451625185,0.19277130295059636
107,0.0644671242860958,0.23075663719961015,0.2796592034030031,0.37049153617173236,0.05462549893955852,-0.012286091573278056,-0.07810443928726764,-0.032470384872234866,0.06071428571428571,0.08241758241758242,0.35763445112247416,0.1024097546925043
108,0.2522506648688055,0.34887084560564774,0.01211950551291564,0.1450189495976998,0.24174003441493114,0.07371654943966835,0.06932865959206903,0.13953489715365794,0.2607142857142857,0.1758241758241758,0.48143099189563826,0.14006039980004265
109,0.0705637560733091,0.4358796583286136,0.307077092564776,0.04498755410885797,0.14149193892444337,-0.09126810883006559,-0.1448003649707771,-0.07985959522630737,0.2714285714285714,-0.04395604395604395,0.25859721850394285,-0.0843374450408859
110,0.3880933027115264,0.09235367212717013,0.16458378601642995,0.286342428670459,0.06862681047441443,0.3159280690271501,0.3185608029357096,0.3694603251678616,0.06071428571428571,0.4010989010989011,0.5694640875565551,0.4036149155528111
111,0.040332972647655306,0.10308941957529587,0.2756478844617693,0.24383975236710034,0.33708997094817916,0.1544537226354956,0.18692410750773045,0.21325144659332632,-0.035714285714285705,0.2912087912087912,0.5667130533171513,0.4698800509420785
112,0.12703222635608746,0.1464567938727063,0.102712394787836,0.27554547714104655,0.34825310784232366,0.17025012608685308,0.1904344193858099,0.2220272262885249,0.039285714285714285,0.2912087912087912,0.5887213272323805,0.3734943994667804
113,0.2745937981184239,0.4095820500103934,0.10838588710545381,0.030347451648786616,0.17709081311694222,-0.0017551559390397225,-0.02018429329895681,0.05528741207975126,0.2571428571428571,0.10989010989010989,0.42090823862875804,0.03915667091183988
114,0.5440827644037146,0.03361060739439441,0.0920144484293196,0.20966147838128937,0.120630701391282,0.3808688387716198,0.35015360983842464,0.4010531320705766,0.2285714285714285,0.42857142857142855,0.5584599505989404,0.4216872252044295
115,0.009277238545563941,0.7194237111390264,0.13454209745688253,0.05057900510856205,0.08617794774996526,-0.28784557400251454,-0.3238262707528288,-0.2746819044597166,0.1607142857142857,-0.2967032967032967,0.11279240381554954,-0.25451836092695923
116,0.006173836956767648,0.16869461548188092,0.3448682839554464,0.16910996714427268,0.31115329646163226,0.13514700730605864,0.15708645654405518,0.1763931718734921,0.05714285714285713,0.2747252747252747,0.5034392658108675,0.3674702962495743
117,0.11678206309832764,0.2518577011714393,0.122228920504873,0.17676384047267021,0.33236747475268996,0.06845108162254918,0.0816147511653471,0.1342694293365388,0.1607142857142857,0.2582417582417582,0.5529578821201331,0.20632553518931016
118,0.4674409676573256,0.05726669095820905,0.3666731863720593,0.011925140236911711,0.09669401477549411,0.3159280690271501,0.3062747113624316,0.35717423359458356,0.0964285714285714,0.4175824175824176,0.5749661560353623,0.3945787607270019
119,0.08664925367272533,0.10642811908270158,0.2278090291345193,0.06091023888453712,0.5182033592255167,0.16673981420877362,0.21325144659332632,0.21851691441044543,-0.03214285714285714,0.34615384615384615,0.616231669626417,0.513554799266823
120,0.17812368629553374,0.3279496912564994,0.19952082416332145,0.16534837777080028,0.1290574205138452,0.04738921035407251,0.007898201725678752,0.06581834771398959,0.2285714285714285,0.15934065934065936,0.475928923416831,0.08132539343228283
121,0.0020658918739707463,0.3329899730171913,0.08829059915924918,0.23391584775281946,0.3427376881967694,-0.03334796284175473,-0.025449761116075977,0.032470384872234866,0.21071428571428572,0.07142857142857142,0.3548834168830705,0.11445796112691659
